,year,exporter,importer,product_code,value,weight
56654,2011,196,348,930320,56.912,0.522
56655,2011,196,372,930320,30.245,0.346
56656,2011,196,400,930320,46.601,0.67
56657,2011,196,414,930320,97.995,1.115
56658,2011,196,422,930320,3905.115,81.006
56659,2011,196,422,930330,600.538,6.451
56660,2011,196,504,930320,167.541,3.149
56661,2011,196,586,930200,97.045,0.319
56662,2011,196,586,930320,399.428,7.414
56663,2011,196,642,930320,316.472,3.055
56664,2011,196,643,930320,24.232,0.016
56665,2011,196,688,930320,9.748,0.004
56666,2011,196,699,930320,37.408,0.064
56667,2011,196,699,930330,5.724,0.036
56668,2011,196,710,930320,7.808,0.054
56669,2011,196,804,930320,5.431,0.004
56670,2011,196,807,930320,62.867,0.73
56671,2011,196,818,930320,1738.27,5.856
56672,2011,196,826,930320,15.737,0.022
56673,2011,196,842,930320,5.501,0.025
56674,2011,203,4,930200,0.909,0.008
56675,2011,203,4,930320,1.605,0.007
56676,2011,203,31,930320,1.971,0.017
56677,2011,203,32,930200,193.646,0.654
56678,2011,203,32,930330,531.739,4.538
56679,2011,203,36,930100,1.2,0.026
56680,2011,203,36,930200,89.783,0.321
56681,2011,203,36,930320,84.512,0.858
56682,2011,203,36,930330,1845.423,22.725
56683,2011,203,40,930200,130.281,0.398
56684,2011,203,40,930320,63.16,0.611
56685,2011,203,40,930330,423.715,5.07
56686,2011,203,48,930200,10.088,0.005
56687,2011,203,50,930200,6.385,0.018
56688,2011,203,50,930320,0.111,0.001
56689,2011,203,56,930200,228.61,0.745
56690,2011,203,56,930320,1.847,0.007
56691,2011,203,56,930330,187.391,1.984
56692,2011,203,70,930320,34.044,0.184
56693,2011,203,70,930330,21.208,0.214
56694,2011,203,76,930100,44.914,0.435
56695,2011,203,76,930200,59.455,0.488
56696,2011,203,76,930320,7.201,0.101
56697,2011,203,76,930330,101.915,1.158
56698,2011,203,84,930200,55.346,0.196
56699,2011,203,100,930200,59.115,0.25
56700,2011,203,100,930330,90.171,0.857
56701,2011,203,112,930320,3.783,0.014
56702,2011,203,112,930330,30.732,0.251
56703,2011,203,124,930100,612.739,1.74
56704,2011,203,124,930200,1330.45,4.304
56705,2011,203,124,930320,51.187,0.41
56706,2011,203,124,930330,1462.448,18.341
56707,2011,203,144,930330,0.271,0.004
56708,2011,203,152,930200,10.047,0.04
56709,2011,203,152,930320,6.101,0.06
56710,2011,203,152,930330,66.429,0.717
56711,2011,203,188,930200,198.276,0.946
56712,2011,203,188,930330,23.146,0.262
56713,2011,203,191,930200,3.058,0.013
56714,2011,203,191,930320,15.751,0.14
56715,2011,203,191,930330,128.578,1.179
56716,2011,203,196,930320,39.922,0.381
56717,2011,203,208,930100,7.514,0.022
56718,2011,203,208,930200,23.671,0.084
56719,2011,203,208,930330,67.389,0.769
56720,2011,203,222,930200,44.815,0.184
56721,2011,203,222,930330,4.974,0.051
56722,2011,203,233,930200,32.518,0.091
56723,2011,203,233,930320,3.243,0.027
56724,2011,203,233,930330,42.856,0.36
56725,2011,203,246,930200,103.695,0.267
56726,2011,203,246,930320,14.914,0.12
56727,2011,203,246,930330,231.169,2.545
56728,2011,203,251,930200,630.471,2.038
56729,2011,203,251,930320,17.708,0.059
56730,2011,203,251,930330,1335.078,14.143
56731,2011,203,258,930320,0.44,0.003
56732,2011,203,258,930330,5.373,0.028
56733,2011,203,268,930330,24.644,0.168
56734,2011,203,276,930200,369.708,1.056
56735,2011,203,276,930320,6.218,0.077
56736,2011,203,276,930330,515.159,4.683
56737,2011,203,300,930200,126.885,0.398
56738,2011,203,300,930320,28.08,0.272
56739,2011,203,300,930330,10.016,0.055
56740,2011,203,304,930330,142.451,1.271
56741,2011,203,320,930200,215.411,0.773
56742,2011,203,320,930330,7.692,0.081
56743,2011,203,340,930200,222.761,0.789
56744,2011,203,340,930320,92.776,1.033
56745,2011,203,344,930200,4.065,0.016
56746,2011,203,348,930200,12.963,0.044
56747,2011,203,348,930320,0.905,0.004
56748,2011,203,348,930330,219.306,1.734
56749,2011,203,352,930200,9.23,0.035
56750,2011,203,352,930320,0.489,0.004
56751,2011,203,352,930330,20.984,0.247
56752,2011,203,360,930200,20.819,0.069
56753,2011,203,360,930330,2.102,0.019
56754,2011,203,372,930330,100.288,1.21
56755,2011,203,376,930200,143.689,0.703
56756,2011,203,376,930330,1.391,0.013
56757,2011,203,380,930200,543.522,1.753
56758,2011,203,380,930320,8.876,0.043
56759,2011,203,380,930330,935.499,9.549
56760,2011,203,392,930330,2.887,0.007
56761,2011,203,398,930200,34.917,0.113
56762,2011,203,398,930320,5.811,0.069
56763,2011,203,398,930330,315.299,2.377
56764,2011,203,400,930200,144.734,0.675
56765,2011,203,404,930200,208.609,0.734
56766,2011,203,404,930320,7.451,0.05
56767,2011,203,404,930330,9.974,0.089
56768,2011,203,414,930200,2.2,0.029
56769,2011,203,414,930320,26.874,0.292
56770,2011,203,414,930330,28.087,0.352
56771,2011,203,417,930320,1.038,0.01
56772,2011,203,417,930330,28.719,0.258
56773,2011,203,422,930100,6.432,0.037
56774,2011,203,422,930200,4.657,0.019
56775,2011,203,422,930320,9.734,0.132
56776,2011,203,428,930200,12.557,0.036
56777,2011,203,428,930330,46.723,0.4
56778,2011,203,440,930200,30.279,0.076
56779,2011,203,440,930320,28.897,0.576
56780,2011,203,440,930330,452.326,3.664
56781,2011,203,442,930200,3.027,0.01
56782,2011,203,442,930330,5.638,0.03
56783,2011,203,458,930200,87.006,0.343
56784,2011,203,458,930330,2.336,0.004
56785,2011,203,470,930100,27.266,0.507
56786,2011,203,470,930200,11.584,0.031
56787,2011,203,470,930320,11.811,0.055
56788,2011,203,470,930330,7.965,0.045
56789,2011,203,480,930330,2.717,0.017
56790,2011,203,484,930100,7.237,0.021
56791,2011,203,484,930200,273.704,0.755
56792,2011,203,496,930200,16.509,0.034
56793,2011,203,496,930330,78.666,0.591
56794,2011,203,498,930200,301.093,0.853
56795,2011,203,498,930320,28.301,0.351
56796,2011,203,498,930330,39.541,0.412
56797,2011,203,499,930200,9.552,0.022
56798,2011,203,499,930330,3.102,0.025
56799,2011,203,508,930200,3.087,0.017
56800,2011,203,508,930330,21.437,0.153
56801,2011,203,516,930100,45.047,0.27
56802,2011,203,516,930200,17.892,0.081
56803,2011,203,516,930330,40.313,0.486
56804,2011,203,528,930200,131.28,0.387
56805,2011,203,528,930320,5.971,0.054
56806,2011,203,528,930330,151.471,1.662
56807,2011,203,540,930200,2.4,0.008
56808,2011,203,540,930320,1.531,0.013
56809,2011,203,540,930330,235.298,2.208
56810,2011,203,554,930200,28.413,0.025
56811,2011,203,554,930320,0.671,0.003
56812,2011,203,554,930330,257.44,2.068
56813,2011,203,558,930200,47.217,0.238
56814,2011,203,562,930320,0.212,0.005
56815,2011,203,579,930200,146.14,0.441
56816,2011,203,579,930320,0.971,0.007
56817,2011,203,579,930330,263.864,3.563
56818,2011,203,586,930200,690.499,2.334
56819,2011,203,586,930320,2.445,0.024
56820,2011,203,586,930330,72.368,0.513
56821,2011,203,600,930200,270.869,0.77
56822,2011,203,600,930330,30.652,0.157
56823,2011,203,604,930200,733.993,3.129
56824,2011,203,604,930330,74.803,0.677
56825,2011,203,608,930200,484.238,1.788
56826,2011,203,608,930330,189.306,3.385
56827,2011,203,616,930200,169.785,0.506
56828,2011,203,616,930320,60.041,0.411
56829,2011,203,616,930330,1189.425,8.834
56830,2011,203,620,930200,20.989,0.062
56831,2011,203,620,930320,31.652,0.315
56832,2011,203,620,930330,111.506,0.954
56833,2011,203,642,930200,123.752,0.478
56834,2011,203,642,930320,18.396,0.148
56835,2011,203,642,930330,146.548,1.194
56836,2011,203,643,930200,153.36,0.431
56837,2011,203,643,930320,457.873,5.206
56838,2011,203,643,930330,1831.617,16.625
56839,2011,203,688,930200,36.717,0.12
56840,2011,203,688,930320,33.876,0.445
56841,2011,203,688,930330,35.008,0.356
56842,2011,203,702,930200,35.573,0.087
56843,2011,203,702,930320,0.259,0.002
56844,2011,203,702,930330,3.592,0.043
56845,2011,203,703,930100,21.804,2.3
56846,2011,203,703,930200,153.557,0.492
56847,2011,203,703,930320,153.42,1.051
56848,2011,203,703,930330,472.307,3.988
56849,2011,203,704,930330,0.862,0.011
56850,2011,203,705,930200,56.344,0.172
56851,2011,203,705,930320,10.113,0.038
56852,2011,203,705,930330,68.856,0.833
56853,2011,203,710,930200,239.207,0.957
56854,2011,203,710,930320,28.679,0.235
56855,2011,203,710,930330,847.49,6.149
56856,2011,203,716,930330,15.799,0.082
56857,2011,203,724,930200,89.771,0.344
56858,2011,203,724,930320,20.266,0.141
56859,2011,203,724,930330,161.916,2.006
56860,2011,203,740,930200,0.925,0.001
56861,2011,203,752,930200,72.056,0.222
56862,2011,203,752,930330,245.976,2.955
56863,2011,203,757,930200,97.855,0.256
56864,2011,203,757,930320,10.797,0.079
56865,2011,203,757,930330,74.527,0.694
56866,2011,203,762,930320,20.397,0.2
56867,2011,203,762,930330,72.014,0.832
56868,2011,203,764,930200,10697.275,34.634
56869,2011,203,764,930320,112.074,0.17
56870,2011,203,764,930330,1596.052,18.468
56871,2011,203,784,930200,9.745,0.04
56872,2011,203,784,930330,7.779,0.063
56873,2011,203,792,930200,281.792,0.766
56874,2011,203,792,930320,38.042,0.675
56875,2011,203,792,930330,140.51,0.77
56876,2011,203,804,930200,102.048,0.554
56877,2011,203,804,930320,13.377,0.056
56878,2011,203,804,930330,372.219,3.648
56879,2011,203,807,930320,9.656,0.065
56880,2011,203,807,930330,35.895,0.305
56881,2011,203,818,930200,274.859,0.327
56882,2011,203,826,930200,11.869,0.038
56883,2011,203,826,930320,125.63,2.614
56884,2011,203,826,930330,1927.2,9.288
56885,2011,203,834,930200,562.799,1.605
56886,2011,203,834,930320,4.552,0.243
56887,2011,203,834,930330,75.514,0.508
56888,2011,203,842,930100,111.769,0.317
56889,2011,203,842,930200,5886.183,32.586
56890,2011,203,842,930320,13.063,0.062
56891,2011,203,842,930330,4963.93,71.28
56892,2011,203,854,930320,0.955,0.007
56893,2011,203,858,930200,48.451,0.293
56894,2011,203,858,930320,69.777,0.498
56895,2011,203,858,930330,58.076,0.546
56896,2011,203,894,930200,35.706,0.152
56897,2011,203,894,930320,7.745,0.019
56898,2011,203,894,930330,54.891,0.393
56899,2011,208,36,930100,2200.183,0.706
56900,2011,208,36,930320,3.17,0.008
56901,2011,208,36,930330,1.951,5.0
56902,2011,208,40,930330,7.096,0.048
56903,2011,208,112,930320,2.797,0.005
56904,2011,208,196,930100,0.247,0.01
56905,2011,208,203,930100,0.124,0.005
56906,2011,208,246,930330,7.955,0.01
56907,2011,208,276,930100,413.667,16.579
56908,2011,208,300,930100,0.421,0.017
56909,2011,208,300,930320,6.619,0.024
56910,2011,208,304,930100,36.486,0.544
56911,2011,208,304,930320,34.422,0.44
56912,2011,208,304,930330,62.59,0.294
56913,2011,208,344,930320,39.235,0.121
56914,2011,208,352,930200,20.258,1.019
56915,2011,208,352,930330,0.189,0.007
56916,2011,208,380,930330,1.399,0.009
56917,2011,208,440,930100,12.07,0.488
56918,2011,208,516,930330,2.756,0.003
56919,2011,208,528,930100,440.347,0.107
56920,2011,208,554,930330,33.239,0.211
56921,2011,208,579,930100,144.88,0.65
56922,2011,208,579,930200,55.798,0.095
56923,2011,208,579,930320,46.145,0.198
56924,2011,208,579,930330,84.134,0.438
56925,2011,208,616,930320,0.562,0.004
56926,2011,208,642,930100,0.817,0.033
56927,2011,208,703,930100,7.692,0.311
56928,2011,208,724,930100,0.025,0.001
56929,2011,208,752,930100,137.111,5.224
56930,2011,208,752,930200,7.245,0.014
56931,2011,208,752,930320,365.545,2.006
56932,2011,208,752,930330,724.032,0.801
56933,2011,208,834,930100,0.163,0.031
56934,2011,208,834,930330,0.411,0.006
56935,2011,208,842,930330,17.345,0.758
56936,2011,222,340,930320,0.363,0.1
56937,2011,233,246,930330,29.183,0.203
56938,2011,233,398,930330,22.539,0.038
56939,2011,233,428,930320,14.627,0.1
56940,2011,233,428,930330,21.118,0.13
56941,2011,233,440,930330,196.709,0.695
56942,2011,233,643,930200,86.593,0.153
56943,2011,233,643,930330,4.849,0.009
56944,2011,233,804,930200,9.714,0.009
56945,2011,233,818,930200,2.508,0.002
56946,2011,242,296,930330,0.154,0.001
56947,2011,242,699,930200,0.943,0.003
56948,2011,246,20,930330,2.339,0.008
56949,2011,246,32,930330,147.148,1.005
56950,2011,246,36,930200,4.825,0.005
56951,2011,246,36,930330,2647.633,13.686
56952,2011,246,40,930320,9.606,0.035
56953,2011,246,40,930330,20.198,0.113
56954,2011,246,48,930330,1213.884,1.086
56955,2011,246,56,930330,38.368,0.132
56956,2011,246,124,930320,3.54,0.023
56957,2011,246,124,930330,4323.772,26.206
56958,2011,246,191,930330,25.566,0.065
56959,2011,246,203,930200,0.167,0.001
56960,2011,246,203,930330,126.95,0.46
56961,2011,246,208,930320,1.05,0.004
56962,2011,246,208,930330,757.865,2.995
56963,2011,246,231,930100,1.09,0.064
56964,2011,246,233,930100,163.482,0.033
56965,2011,246,233,930320,6.778,0.059
56966,2011,246,233,930330,45.923,0.198
56967,2011,246,251,930330,772.995,3.062
56968,2011,246,258,930330,5.745,0.016
56969,2011,246,268,930330,13.52,0.064
56970,2011,246,276,930320,6.848,0.164
56971,2011,246,276,930330,1041.811,3.869
56972,2011,246,348,930330,133.196,0.482
56973,2011,246,352,930330,83.676,0.29
56974,2011,246,372,930330,63.477,0.264
56975,2011,246,380,930330,1434.865,4.854
56976,2011,246,392,930330,69.447,0.2
56977,2011,246,398,930330,151.707,0.108
56978,2011,246,400,930330,62.91,0.078
56979,2011,246,414,930330,2.863,0.006
56980,2011,246,422,930320,0.19,0.003
56981,2011,246,428,930320,2.389,0.005
56982,2011,246,428,930330,43.791,0.143
56983,2011,246,440,930320,13.222,0.026
56984,2011,246,440,930330,307.003,1.215
56985,2011,246,458,930100,84.892,0.241
56986,2011,246,470,930330,8.629,0.028
56987,2011,246,480,930330,17.552,0.062
56988,2011,246,484,930100,667.542,1.895
56989,2011,246,484,930330,369.53,1.041
56990,2011,246,516,930330,77.046,0.294
56991,2011,246,540,930320,2.77,0.076
56992,2011,246,540,930330,252.421,0.991
56993,2011,246,554,930320,0.306,0.002
56994,2011,246,554,930330,1444.22,7.664
56995,2011,246,579,930100,9.743,0.046
56996,2011,246,579,930320,6.057,0.009
56997,2011,246,579,930330,1692.537,6.768
56998,2011,246,604,930330,5.567,0.014
56999,2011,246,616,930330,358.36,1.318
57000,2011,246,620,930330,14.11,0.055
57001,2011,246,643,930320,0.479,0.005
57002,2011,246,643,930330,2231.654,8.213
57003,2011,246,688,930320,0.142,0.004
57004,2011,246,688,930330,19.446,0.026
57005,2011,246,702,930330,85.271,0.542
57006,2011,246,705,930330,19.246,0.066
57007,2011,246,710,930100,19.724,0.02
57008,2011,246,710,930330,732.999,2.531
57009,2011,246,724,930320,146.177,0.676
57010,2011,246,724,930330,142.739,0.485
57011,2011,246,752,930200,15.107,0.028
57012,2011,246,752,930320,0.617,0.002
57013,2011,246,752,930330,1990.075,7.056
57014,2011,246,757,930330,160.304,0.505
57015,2011,246,764,930330,3.722,0.024
57016,2011,246,784,930330,9.186,0.015
57017,2011,246,826,930330,1445.845,5.414
57018,2011,246,842,930200,1.392,0.025
57019,2011,246,842,930320,2.319,0.015
57020,2011,246,842,930330,9727.425,68.998
57021,2011,246,858,930320,3.32,0.016
57022,2011,246,858,930330,14.787,0.091
57023,2011,246,894,930330,20.393,0.08
57024,2011,251,20,930200,8.778,0.17
57025,2011,251,20,930320,2.664,0.04
57026,2011,251,20,930330,10.573,0.078
57027,2011,251,31,930320,16.136,0.076
57028,2011,251,31,930330,4.669,0.008
57029,2011,251,36,930200,54.951,0.46
57030,2011,251,36,930320,42.574,0.073
57031,2011,251,36,930330,55.025,0.056
57032,2011,251,40,930330,17.412,0.062
57033,2011,251,51,930320,50.225,0.122
57034,2011,251,51,930330,104.554,0.078
57035,2011,251,56,930320,43.921,0.037
57036,2011,251,56,930330,15.367,0.233
57037,2011,251,76,930100,18.29,0.029
57038,2011,251,76,930330,9.071,0.008
57039,2011,251,100,930330,38.56,0.181
57040,2011,251,108,930100,144.401,1.138
57041,2011,251,120,930100,0.339,0.032
57042,2011,251,120,930320,182.883,0.897
57043,2011,251,120,930330,79.095,0.32
57044,2011,251,124,930100,402.994,0.595
57045,2011,251,124,930200,10.914,0.039
57046,2011,251,124,930320,25.426,0.143
57047,2011,251,124,930330,29.22,0.045
57048,2011,251,148,930320,0.25,0.003
57049,2011,251,178,930320,22.976,0.036
57050,2011,251,191,930320,1.53,0.004
57051,2011,251,191,930330,4.388,0.012
57052,2011,251,196,930320,3.141,0.003
57053,2011,251,203,930330,2.73,0.005
57054,2011,251,208,930330,0.063,0.001
57055,2011,251,246,930320,6.491,0.017
57056,2011,251,246,930330,5.579,0.017
57057,2011,251,258,930320,1.802,0.008
57058,2011,251,258,930330,15.974,0.061
57059,2011,251,266,930200,2.381,0.055
57060,2011,251,266,930330,3.639,0.026
57061,2011,251,276,930320,10.376,0.043
57062,2011,251,276,930330,510.033,1.136
57063,2011,251,288,930320,406.665,7.65
57064,2011,251,300,930320,15.983,0.052
57065,2011,251,300,930330,29.587,0.131
57066,2011,251,340,930330,0.101,0.395
57067,2011,251,360,930100,6090.176,5.826
57068,2011,251,376,930330,18.671,0.036
57069,2011,251,380,930320,31.914,0.116
57070,2011,251,380,930330,3.729,0.024
57071,2011,251,384,930100,3.21,0.527
57072,2011,251,398,930320,166.609,0.586
57073,2011,251,410,930100,18.616,0.119
57074,2011,251,414,930200,10.494,0.041
57075,2011,251,422,930320,399.555,6.746
57076,2011,251,422,930330,118.253,2.401
57077,2011,251,428,930330,17.52,0.022
57078,2011,251,440,930330,42.712,0.279
57079,2011,251,442,930100,0.123,0.003
57080,2011,251,442,930200,2.553,0.009
57081,2011,251,442,930320,2.282,0.015
57082,2011,251,442,930330,0.625,0.003
57083,2011,251,450,930200,82.307,0.875
57084,2011,251,450,930320,81.726,0.893
57085,2011,251,450,930330,108.641,1.1
57086,2011,251,458,930200,9.66,0.035
57087,2011,251,458,930320,25.183,0.166
57088,2011,251,466,930320,270.331,7.489
57089,2011,251,466,930330,601.607,19.1
57090,2011,251,480,930330,8.095,0.048
57091,2011,251,484,930100,53.589,0.152
57092,2011,251,484,930330,19.508,0.124
57093,2011,251,504,930320,776.821,1.839
57094,2011,251,516,930320,1.09,0.004
57095,2011,251,516,930330,2.187,0.008
57096,2011,251,540,930200,20.108,0.178
57097,2011,251,540,930320,34.745,0.13
57098,2011,251,540,930330,149.918,1.419
57099,2011,251,554,930200,0.377,0.001
57100,2011,251,554,930320,3.434,0.021
57101,2011,251,554,930330,0.25,0.002
57102,2011,251,562,930100,86.152,0.221
57103,2011,251,562,930200,1.401,0.017
57104,2011,251,562,930320,0.212,0.002
57105,2011,251,562,930330,1.135,0.03
57106,2011,251,579,930200,16.321,0.015
57107,2011,251,579,930320,0.377,0.003
57108,2011,251,579,930330,8.489,0.012
57109,2011,251,586,930330,3.896,0.122
57110,2011,251,616,930320,11.303,0.012
57111,2011,251,616,930330,3.093,0.003
57112,2011,251,620,930330,9.384,0.023
57113,2011,251,642,930330,70.73,0.323
57114,2011,251,643,930320,180.242,0.335
57115,2011,251,643,930330,2.226,0.012
57116,2011,251,686,930100,76.342,4.45
57117,2011,251,686,930320,33.077,0.452
57118,2011,251,686,930330,39.93,1.25
57119,2011,251,699,930100,7580.189,587.476
57120,2011,251,710,930100,5953.677,0.107
57121,2011,251,710,930320,12.877,0.012
57122,2011,251,710,930330,12.869,0.004
57123,2011,251,724,930200,411.996,25.608
57124,2011,251,724,930320,14.074,0.011
57125,2011,251,724,930330,52.957,0.205
57126,2011,251,740,930320,1.123,0.02
57127,2011,251,740,930330,2.87,0.005
57128,2011,251,757,930200,20.735,0.02
57129,2011,251,757,930320,19.64,0.064
57130,2011,251,757,930330,19.214,0.029
57131,2011,251,764,930320,10.285,0.068
57132,2011,251,768,930320,244.174,0.92
57133,2011,251,784,930330,12.185,0.005
57134,2011,251,788,930320,35.9,0.151
57135,2011,251,792,930320,60.661,0.672
57136,2011,251,792,930330,10.329,0.254
57137,2011,251,804,930320,66.977,0.123
57138,2011,251,804,930330,1.809,0.003
57139,2011,251,826,930320,93.098,0.128
57140,2011,251,826,930330,205.982,0.133
57141,2011,251,834,930330,0.974,0.005
57142,2011,251,842,930200,9.078,0.032
57143,2011,251,842,930320,50.096,0.284
57144,2011,251,842,930330,194.827,1.087
57145,2011,251,854,930200,0.646,0.001
57146,2011,251,854,930320,4.363,0.036
57147,2011,251,854,930330,0.771,0.006
57148,2011,276,8,930320,30.771,0.309
57149,2011,276,20,930200,7.166,0.013
57150,2011,276,20,930320,0.434,0.006
57151,2011,276,20,930330,86.327,0.156
57152,2011,276,24,930320,5.532,0.004
57153,2011,276,32,930200,226.778,1.361
57154,2011,276,32,930320,20.257,0.282
57155,2011,276,32,930330,391.433,3.167
57156,2011,276,36,930100,947.111,2.718
57157,2011,276,36,930200,854.283,1.641
57158,2011,276,36,930320,219.101,0.505
57159,2011,276,36,930330,1310.732,3.854
57160,2011,276,40,930200,1494.185,3.239
57161,2011,276,40,930320,3669.059,21.317
57162,2011,276,40,930330,5060.55,28.223
57163,2011,276,48,930320,2.632,0.013
57164,2011,276,48,930330,7.113,0.019
57165,2011,276,50,930200,20.2,0.032
57166,2011,276,50,930320,7.681,0.016
57167,2011,276,50,930330,28.962,0.19
57168,2011,276,56,930200,593.343,1.567
57169,2011,276,56,930320,139.161,0.301
57170,2011,276,56,930330,1053.236,5.801
57171,2011,276,70,930200,5.138,0.008
57172,2011,276,72,930320,63.264,0.253
57173,2011,276,72,930330,106.525,0.273
57174,2011,276,76,930100,0.414,0.005
57175,2011,276,76,930200,17.601,0.049
57176,2011,276,76,930330,27.736,0.121
57177,2011,276,96,930200,30.046,0.023
57178,2011,276,100,930200,273.969,0.765
57179,2011,276,100,930320,201.595,1.926
57180,2011,276,100,930330,378.478,1.191
57181,2011,276,112,930200,0.598,0.002
57182,2011,276,112,930320,67.964,0.289
57183,2011,276,112,930330,43.158,0.12
57184,2011,276,124,930100,7487.992,8.5
57185,2011,276,124,930200,1370.916,4.982
57186,2011,276,124,930320,854.368,1.87
57187,2011,276,124,930330,729.455,1.955
57188,2011,276,144,930330,25.998,0.018
57189,2011,276,152,930200,10.324,0.019
57190,2011,276,152,930320,84.256,1.477
57191,2011,276,152,930330,81.034,0.341
57192,2011,276,156,930200,85.499,0.112
57193,2011,276,156,930330,1002.86,2.261
57194,2011,276,170,930100,89.034,0.16
57195,2011,276,170,930200,109.214,0.296
57196,2011,276,170,930320,33.72,0.028
57197,2011,276,170,930330,126.334,0.578
57198,2011,276,188,930200,5.823,0.04
57199,2011,276,188,930330,4.217,0.016
57200,2011,276,191,930100,6.601,0.011
57201,2011,276,191,930200,6.62,0.009
57202,2011,276,191,930320,59.452,0.431
57203,2011,276,191,930330,128.056,0.408
57204,2011,276,196,930200,86.536,0.273
57205,2011,276,196,930320,687.306,3.155
57206,2011,276,203,930200,809.4,2.205
57207,2011,276,203,930320,272.415,1.453
57208,2011,276,203,930330,814.386,3.164
57209,2011,276,208,930100,2.203,0.101
57210,2011,276,208,930200,343.779,0.422
57211,2011,276,208,930320,571.157,2.642
57212,2011,276,208,930330,2011.071,4.608
57213,2011,276,218,930320,9.881,0.013
57214,2011,276,218,930330,5.561,0.006
57215,2011,276,222,930200,4.414,0.013
57216,2011,276,233,930100,0.126,0.002
57217,2011,276,233,930200,126.37,0.272
57218,2011,276,233,930320,35.301,0.335
57219,2011,276,233,930330,288.0,0.702
57220,2011,276,246,930200,143.261,0.28
57221,2011,276,246,930320,717.71,3.456
57222,2011,276,246,930330,953.766,2.428
57223,2011,276,251,930200,1280.034,3.298
57224,2011,276,251,930320,3321.841,69.424
57225,2011,276,251,930330,6782.388,33.119
57226,2011,276,258,930200,10.231,0.016
57227,2011,276,258,930320,1.408,0.005
57228,2011,276,258,930330,1.886,0.004
57229,2011,276,268,930200,2.914,0.012
57230,2011,276,268,930320,2.477,0.02
57231,2011,276,268,930330,1.162,0.009
57232,2011,276,288,930320,167.579,2.32
57233,2011,276,292,930200,1.272,0.006
57234,2011,276,292,930330,1.225,0.009
57235,2011,276,300,930200,267.116,0.438
57236,2011,276,300,930320,261.924,4.027
57237,2011,276,300,930330,36.406,0.163
57238,2011,276,304,930320,34.938,1.018
57239,2011,276,304,930330,6.799,0.089
57240,2011,276,320,930200,96.416,0.505
57241,2011,276,320,930330,6.627,0.073
57242,2011,276,344,930200,43.866,0.051
57243,2011,276,344,930330,3.186,0.02
57244,2011,276,348,930200,104.911,0.221
57245,2011,276,348,930320,172.997,1.306
57246,2011,276,348,930330,674.201,1.877
57247,2011,276,352,930200,9.297,0.043
57248,2011,276,352,930320,31.844,0.369
57249,2011,276,352,930330,50.787,0.354
57250,2011,276,360,930200,129.708,0.281
57251,2011,276,372,930200,135.244,0.331
57252,2011,276,372,930320,80.701,0.459
57253,2011,276,372,930330,77.395,0.282
57254,2011,276,376,930200,3.131,0.015
57255,2011,276,376,930330,7.868,0.033
57256,2011,276,380,930200,982.552,2.382
57257,2011,276,380,930320,87.353,0.553
57258,2011,276,380,930330,2910.378,11.066
57259,2011,276,392,930100,113.743,0.079
57260,2011,276,392,930200,42.305,0.06
57261,2011,276,392,930320,12.107,0.018
57262,2011,276,392,930330,156.059,0.392
57263,2011,276,398,930200,5.657,0.002
57264,2011,276,398,930320,1560.553,3.531
57265,2011,276,398,930330,978.413,1.821
57266,2011,276,400,930200,242.036,0.533
57267,2011,276,400,930320,8.171,0.004
57268,2011,276,400,930330,4.718,0.031
57269,2011,276,410,930100,371.358,1.057
57270,2011,276,410,930200,40.308,0.054
57271,2011,276,410,930320,234.486,0.558
57272,2011,276,410,930330,136.015,0.335
57273,2011,276,414,930200,181.007,0.297
57274,2011,276,414,930320,178.612,1.334
57275,2011,276,414,930330,67.303,0.264
57276,2011,276,417,930320,11.034,0.02
57277,2011,276,417,930330,58.971,0.091
57278,2011,276,422,930200,110.46,0.254
57279,2011,276,422,930320,450.154,7.43
57280,2011,276,422,930330,3.971,0.006
57281,2011,276,428,930100,1515.492,2.539
57282,2011,276,428,930200,126.746,0.193
57283,2011,276,428,930320,87.825,0.814
57284,2011,276,428,930330,584.477,1.096
57285,2011,276,440,930200,51.139,0.089
57286,2011,276,440,930320,98.089,0.443
57287,2011,276,440,930330,906.349,2.677
57288,2011,276,442,930100,13.631,0.12
57289,2011,276,442,930200,242.954,0.44
57290,2011,276,442,930320,168.012,0.308
57291,2011,276,442,930330,295.968,0.949
57292,2011,276,446,930330,3.549,0.004
57293,2011,276,450,930200,0.626,0.001
57294,2011,276,458,930200,93.623,0.139
57295,2011,276,458,930320,50.473,0.191
57296,2011,276,458,930330,20.017,0.036
57297,2011,276,466,930200,4.898,0.024
57298,2011,276,470,930200,27.117,0.059
57299,2011,276,470,930320,18.69,0.128
57300,2011,276,470,930330,306.901,1.353
57301,2011,276,480,930200,6.775,0.023
57302,2011,276,480,930330,57.602,0.104
57303,2011,276,484,930100,12.301,0.035
57304,2011,276,484,930200,436.356,2.54
57305,2011,276,484,930330,293.509,1.377
57306,2011,276,496,930200,11.865,0.035
57307,2011,276,496,930320,2.324,0.008
57308,2011,276,496,930330,75.244,0.799
57309,2011,276,498,930200,17.626,0.079
57310,2011,276,498,930320,7.284,0.065
57311,2011,276,498,930330,18.582,0.158
57312,2011,276,504,930320,220.751,3.396
57313,2011,276,508,930320,2.115,0.053
57314,2011,276,508,930330,11.412,0.005
57315,2011,276,512,930200,36.22,0.063
57316,2011,276,512,930330,2259.75,9.031
